o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority
3008550,65641,F,184724.74,1994-09-09,5-LOW,Clerk#000000489,0
3008551,115222,F,170294.66,1993-07-22,2-HIGH,Clerk#000000856,0
3008576,7706,F,322696.19,1992-06-15,5-LOW,Clerk#000000534,0
3008577,53755,F,261123.69,1995-02-24,2-HIGH,Clerk#000000345,0
3008578,5027,O,127687.41,1996-11-11,4-NOT SPECIFIED,Clerk#000000199,0
3008579,30481,F,328170.56,1993-11-07,1-URGENT,Clerk#000000496,0
3008580,37067,F,242090.89,1993-05-25,4-NOT SPECIFIED,Clerk#000000051,0
3008581,21296,F,111382.48,1994-06-22,4-NOT SPECIFIED,Clerk#000000125,0
3008582,18782,F,146074.20,1994-11-08,4-NOT SPECIFIED,Clerk#000000267,0
3008583,58891,O,40850.70,1997-05-26,2-HIGH,Clerk#000000767,0
3008608,68702,F,88101.86,1994-11-03,3-MEDIUM,Clerk#000000128,0
3008609,121432,O,49511.64,1996-09-20,3-MEDIUM,Clerk#000000166,0
3008610,135358,F,111555.91,1994-11-02,4-NOT SPECIFIED,Clerk#000000949,0
3008611,32294,O,354276.26,1995-09-21,2-HIGH,Clerk#000000789,0
3008612,49270,F,64175.16,1993-08-10,2-HIGH,Clerk#000000792,0
3008613,66580,P,93121.28,1995-04-27,1-URGENT,Clerk#000000350,0
3008614,146428,O,36304.57,1995-08-09,1-URGENT,Clerk#000000441,0
3008615,93901,F,76569.97,1993-10-01,5-LOW,Clerk#000000477,0
3008640,20608,P,323648.15,1995-04-14,3-MEDIUM,Clerk#000000705,0
3008641,146128,O,215783.53,1997-06-24,2-HIGH,Clerk#000000287,0
3008642,146317,O,240338.89,1996-12-26,4-NOT SPECIFIED,Clerk#000000720,0
3008643,20027,F,277409.09,1993-12-15,1-URGENT,Clerk#000000286,0
3008644,129340,F,313239.24,1994-05-11,1-URGENT,Clerk#000000399,0
3008645,147130,O,54433.94,1996-06-16,2-HIGH,Clerk#000000500,0
3008646,51242,O,49525.42,1997-12-07,1-URGENT,Clerk#000000587,0
3008647,60799,O,48830.30,1996-06-07,5-LOW,Clerk#000000493,0
3008672,17137,F,212677.14,1992-12-07,3-MEDIUM,Clerk#000000687,0
3008673,19387,O,93559.01,1995-06-14,5-LOW,Clerk#000000450,0
3008674,12934,F,28666.05,1994-03-28,1-URGENT,Clerk#000000324,0
3008675,12877,O,262823.47,1996-06-15,2-HIGH,Clerk#000000922,0
3008676,96043,P,198544.71,1995-04-09,1-URGENT,Clerk#000000030,0
3008677,29347,F,146378.92,1992-10-12,4-NOT SPECIFIED,Clerk#000000740,0
3008678,11407,O,112377.94,1997-03-23,4-NOT SPECIFIED,Clerk#000000476,0
3008679,6832,O,155881.54,1995-09-20,3-MEDIUM,Clerk#000000535,0
3008704,69691,O,221627.72,1997-09-22,4-NOT SPECIFIED,Clerk#000000831,0
3008705,69971,F,139004.77,1992-07-18,2-HIGH,Clerk#000000465,0
3008706,146842,O,74497.47,1996-06-13,2-HIGH,Clerk#000000804,0
3008707,6442,F,250747.92,1993-05-30,2-HIGH,Clerk#000000681,0
3008708,87193,O,111139.09,1996-01-25,2-HIGH,Clerk#000000648,0
3008709,73150,F,95445.49,1994-11-17,3-MEDIUM,Clerk#000000120,0
3008710,9781,F,127259.66,1992-08-15,4-NOT SPECIFIED,Clerk#000000015,0
3008711,126463,F,89966.52,1993-09-01,2-HIGH,Clerk#000000590,0
3008736,81592,O,117088.53,1996-06-18,2-HIGH,Clerk#000000564,0
3008737,3817,F,260211.73,1993-07-10,2-HIGH,Clerk#000000041,0
3008738,102022,F,17876.43,1994-12-15,5-LOW,Clerk#000000040,0
3008739,3242,O,62478.74,1997-10-01,5-LOW,Clerk#000000719,0
3008740,29179,F,9763.11,1992-01-23,5-LOW,Clerk#000000863,0
3008741,31051,F,90151.28,1995-01-25,1-URGENT,Clerk#000000180,0
3008742,144439,O,144111.76,1996-02-25,5-LOW,Clerk#000000131,0
3008743,115232,F,32427.84,1992-07-28,4-NOT SPECIFIED,Clerk#000000307,0
3008768,39257,F,10841.48,1992-05-10,4-NOT SPECIFIED,Clerk#000000035,0
3008769,81865,F,129241.05,1995-03-11,5-LOW,Clerk#000000553,0
3008770,96148,O,47042.45,1996-11-17,4-NOT SPECIFIED,Clerk#000000316,0
3008771,148120,O,245804.69,1995-08-19,2-HIGH,Clerk#000000486,0
3008772,25141,F,63966.12,1995-04-03,5-LOW,Clerk#000000853,0
3008773,144178,O,30285.46,1995-04-24,5-LOW,Clerk#000000053,0
3008774,79210,O,225736.03,1997-09-04,3-MEDIUM,Clerk#000000898,0
3008775,21331,O,117014.72,1997-09-07,1-URGENT,Clerk#000000742,0
3008800,145183,O,354556.28,1998-01-10,2-HIGH,Clerk#000000671,0
3008801,19681,F,19233.63,1994-03-10,4-NOT SPECIFIED,Clerk#000000807,0
3008802,17275,F,188865.12,1993-02-20,2-HIGH,Clerk#000000001,0
3008803,65672,F,219519.01,1992-02-26,3-MEDIUM,Clerk#000000527,0
3008804,43241,F,289457.58,1993-08-04,2-HIGH,Clerk#000000904,0
3008805,147928,F,13466.68,1994-10-09,1-URGENT,Clerk#000000431,0
3008806,114688,P,62494.18,1995-05-19,4-NOT SPECIFIED,Clerk#000000282,0
3008807,34681,O,116750.12,1997-07-08,3-MEDIUM,Clerk#000000431,0
3008832,107773,F,95147.15,1993-12-20,3-MEDIUM,Clerk#000000402,0
3008833,73648,O,61637.81,1997-01-29,1-URGENT,Clerk#000000124,0
3008834,123362,O,67453.01,1997-01-27,3-MEDIUM,Clerk#000000820,0
3008835,32806,O,43450.34,1996-01-21,4-NOT SPECIFIED,Clerk#000000514,0
3008836,97609,O,281547.61,1998-06-21,2-HIGH,Clerk#000000653,0
3008837,104110,O,204567.04,1996-12-30,2-HIGH,Clerk#000000821,0
3008838,148568,F,97050.18,1994-02-28,2-HIGH,Clerk#000000144,0
3008839,71819,F,160408.26,1993-11-14,2-HIGH,Clerk#000000497,0
3008864,146656,P,107059.57,1995-04-15,5-LOW,Clerk#000000890,0
3008865,20665,F,247919.44,1994-04-01,2-HIGH,Clerk#000000798,0
3008866,54692,O,80949.71,1995-12-27,1-URGENT,Clerk#000000419,0
3008867,149917,F,149030.96,1994-03-15,1-URGENT,Clerk#000000187,0
3008868,78724,O,270925.54,1998-03-23,3-MEDIUM,Clerk#000000716,0
3008869,92983,F,204329.83,1994-02-07,2-HIGH,Clerk#000000830,0
3008870,42325,O,196204.40,1997-04-01,5-LOW,Clerk#000000286,0
3008871,31528,O,114072.91,1998-06-27,1-URGENT,Clerk#000000480,0
3008896,83642,O,159493.10,1996-01-10,1-URGENT,Clerk#000000892,0
3008897,120908,F,210075.53,1992-12-17,5-LOW,Clerk#000000569,0
3008898,45947,O,180386.95,1995-06-21,4-NOT SPECIFIED,Clerk#000000704,0
3008899,20666,O,225978.65,1996-04-16,3-MEDIUM,Clerk#000000238,0
3008900,75475,O,85637.19,1996-12-24,2-HIGH,Clerk#000000402,0
3008901,91936,O,166895.45,1996-04-26,5-LOW,Clerk#000000505,0
3008902,877,O,215745.62,1997-11-08,4-NOT SPECIFIED,Clerk#000000921,0
3008903,15475,P,77170.11,1995-05-13,3-MEDIUM,Clerk#000000604,0
3008928,129085,F,205341.29,1994-07-09,1-URGENT,Clerk#000000353,0
3008929,66700,O,91239.53,1997-08-16,4-NOT SPECIFIED,Clerk#000000582,0
3008930,58270,O,147972.99,1997-02-11,3-MEDIUM,Clerk#000000731,0
3008931,112222,F,281819.21,1992-01-13,2-HIGH,Clerk#000000699,0
3008932,133588,F,218674.32,1993-10-26,5-LOW,Clerk#000000997,0
3008933,917,F,98008.33,1993-02-18,2-HIGH,Clerk#000000859,0
3008934,96067,O,253390.65,1997-06-04,2-HIGH,Clerk#000000287,0
3008935,126142,O,131786.11,1997-09-04,1-URGENT,Clerk#000000107,0
3008960,87805,O,197658.96,1996-11-30,3-MEDIUM,Clerk#000000146,0
3008961,19987,O,139282.78,1996-06-01,2-HIGH,Clerk#000000926,0
3008962,43783,F,101262.92,1992-11-02,1-URGENT,Clerk#000000906,0
3008963,109078,O,33728.02,1995-12-09,2-HIGH,Clerk#000000009,0
3008964,111901,O,210617.47,1997-01-11,1-URGENT,Clerk#000000894,0
3008965,4369,F,151548.51,1992-08-27,4-NOT SPECIFIED,Clerk#000000726,0
3008966,74678,O,260887.22,1995-08-30,1-URGENT,Clerk#000000302,0
3008967,47137,O,169462.62,1997-06-03,5-LOW,Clerk#000000511,0
3008992,59197,F,86136.09,1992-01-13,4-NOT SPECIFIED,Clerk#000000315,0
3008993,116740,O,72439.38,1995-06-05,5-LOW,Clerk#000000469,0
3008994,35831,O,167840.38,1997-08-11,3-MEDIUM,Clerk#000000335,0
3008995,97576,O,84081.71,1995-06-03,3-MEDIUM,Clerk#000000445,0
3008996,147653,O,59587.55,1996-12-13,4-NOT SPECIFIED,Clerk#000000158,0
3008997,142100,F,104724.76,1994-12-04,1-URGENT,Clerk#000000011,0
3008998,120070,O,242954.43,1996-09-26,3-MEDIUM,Clerk#000000308,0
3008999,53479,F,283302.90,1993-04-01,5-LOW,Clerk#000000348,0
3009024,140170,F,175706.07,1994-09-28,2-HIGH,Clerk#000000141,0
3009025,73700,O,65111.82,1995-08-20,4-NOT SPECIFIED,Clerk#000000816,0
3009026,120646,O,193593.53,1996-02-22,4-NOT SPECIFIED,Clerk#000000597,0
3009027,145525,O,245876.44,1996-09-08,5-LOW,Clerk#000000007,0
3009028,66634,F,286600.64,1994-05-22,2-HIGH,Clerk#000000271,0
3009029,137219,O,119913.46,1997-03-02,2-HIGH,Clerk#000000968,0
3009030,126293,F,55525.53,1992-07-28,1-URGENT,Clerk#000000074,0
3009031,101677,F,71486.58,1992-01-01,4-NOT SPECIFIED,Clerk#000000300,0
3009056,60155,F,186715.87,1994-05-01,2-HIGH,Clerk#000000593,0
3009057,13703,O,103956.96,1996-09-21,1-URGENT,Clerk#000000951,0
3009058,40396,F,27984.74,1994-03-18,2-HIGH,Clerk#000000163,0
3009059,12274,F,232946.17,1994-01-21,5-LOW,Clerk#000000651,0
3009060,20056,F,78249.74,1992-02-29,4-NOT SPECIFIED,Clerk#000000549,0
3009061,8683,F,196510.90,1993-12-06,2-HIGH,Clerk#000000911,0
3009062,105194,F,159874.78,1994-06-13,1-URGENT,Clerk#000000905,0
3009063,85972,O,173719.21,1997-02-18,4-NOT SPECIFIED,Clerk#000000268,0
3009088,101293,F,190878.87,1993-07-29,4-NOT SPECIFIED,Clerk#000000277,0
3009089,65404,O,215907.16,1995-07-17,1-URGENT,Clerk#000000492,0
3009090,34567,O,125604.58,1996-03-24,3-MEDIUM,Clerk#000000044,0
3009091,9247,F,95671.25,1994-04-25,2-HIGH,Clerk#000000162,0
3009092,8077,F,229470.82,1992-08-04,5-LOW,Clerk#000000061,0
3009093,130942,O,90589.34,1997-02-20,3-MEDIUM,Clerk#000000720,0
3009094,58613,O,198055.79,1998-01-21,4-NOT SPECIFIED,Clerk#000000575,0
3009095,51497,F,247338.07,1992-08-21,2-HIGH,Clerk#000000157,0
3009120,3314,F,156961.21,1993-06-08,4-NOT SPECIFIED,Clerk#000000128,0
3009121,37340,O,50033.73,1996-03-23,2-HIGH,Clerk#000000226,0
3009122,111482,F,118808.27,1995-02-24,1-URGENT,Clerk#000000783,0
3009123,16949,O,220174.35,1996-11-01,2-HIGH,Clerk#000000633,0
3009124,7153,O,24905.69,1997-11-13,4-NOT SPECIFIED,Clerk#000000713,0
3009125,40633,O,209909.11,1996-12-12,1-URGENT,Clerk#000000053,0
3009126,114730,O,374410.78,1996-06-11,2-HIGH,Clerk#000000120,0
3009127,6484,F,75858.55,1992-05-02,4-NOT SPECIFIED,Clerk#000000692,0
3009152,69667,F,49919.73,1993-05-08,3-MEDIUM,Clerk#000000838,0
3009153,136819,F,73942.83,1993-02-13,1-URGENT,Clerk#000000358,0
3009154,140809,F,120848.09,1992-11-16,2-HIGH,Clerk#000000280,0
3009155,13363,O,204546.00,1998-07-16,5-LOW,Clerk#000000432,0
3009156,40279,F,195482.98,1992-01-15,5-LOW,Clerk#000000943,0
3009157,147337,O,150572.28,1996-05-16,5-LOW,Clerk#000000483,0
3009158,90583,P,138342.12,1995-03-26,1-URGENT,Clerk#000000917,0
3009159,77299,O,124895.20,1995-06-07,2-HIGH,Clerk#000000081,0
3009184,5308,F,61667.63,1992-01-03,1-URGENT,Clerk#000000156,0
3009185,93466,F,107251.07,1993-09-14,1-URGENT,Clerk#000000599,0
3009186,72322,O,63911.29,1995-09-20,2-HIGH,Clerk#000000041,0
3009187,57085,F,110259.98,1994-06-24,2-HIGH,Clerk#000000051,0
3009188,17675,O,249355.68,1997-09-15,3-MEDIUM,Clerk#000000011,0
3009189,59890,O,31411.28,1998-07-19,4-NOT SPECIFIED,Clerk#000000073,0
3009190,57995,O,222605.35,1997-08-16,2-HIGH,Clerk#000000815,0
3009191,10003,O,24912.01,1998-07-07,2-HIGH,Clerk#000000530,0
3009216,115802,F,181897.64,1994-02-07,4-NOT SPECIFIED,Clerk#000000554,0
3009217,22814,O,24584.97,1996-12-01,1-URGENT,Clerk#000000796,0
3009218,18355,O,221670.12,1995-09-12,2-HIGH,Clerk#000000706,0
3009219,83131,F,172524.64,1992-11-02,4-NOT SPECIFIED,Clerk#000000326,0
3009220,49772,F,228022.01,1993-11-02,5-LOW,Clerk#000000431,0
3009221,108572,O,96826.27,1997-04-04,5-LOW,Clerk#000000299,0
3009222,3563,O,62863.15,1997-12-24,3-MEDIUM,Clerk#000000656,0
3009223,18520,F,123042.18,1994-11-30,1-URGENT,Clerk#000000668,0
3009248,144841,O,116244.87,1998-04-05,1-URGENT,Clerk#000000385,0
3009249,131072,F,49594.82,1993-03-10,2-HIGH,Clerk#000000173,0
3009250,23188,O,217626.59,1996-12-21,1-URGENT,Clerk#000000701,0
3009251,18106,F,33744.98,1994-09-18,2-HIGH,Clerk#000000399,0
3009252,78781,F,204862.41,1992-11-13,1-URGENT,Clerk#000000358,0
3009253,142214,F,322377.38,1994-12-06,5-LOW,Clerk#000000704,0
3009254,87112,F,43345.47,1993-02-03,5-LOW,Clerk#000000975,0
3009255,80878,F,218872.79,1992-04-06,1-URGENT,Clerk#000000293,0
3009280,7003,O,86307.70,1997-09-16,1-URGENT,Clerk#000000817,0
3009281,91172,O,235337.30,1998-07-24,3-MEDIUM,Clerk#000000108,0
3009282,67405,F,156452.12,1992-12-04,4-NOT SPECIFIED,Clerk#000000563,0
3009283,42806,F,31881.88,1992-10-15,2-HIGH,Clerk#000000812,0
3009284,33071,F,336674.76,1993-07-16,1-URGENT,Clerk#000000806,0
3009285,57532,F,228201.26,1994-03-17,5-LOW,Clerk#000000003,0
3009286,37330,O,118887.52,1997-08-16,4-NOT SPECIFIED,Clerk#000000781,0
3009287,101846,F,1920.82,1995-02-04,1-URGENT,Clerk#000000543,0
3009312,70954,O,283773.82,1996-02-14,5-LOW,Clerk#000000461,0
3009313,12055,O,228118.48,1995-10-13,1-URGENT,Clerk#000000115,0
3009314,85096,O,107419.94,1997-11-20,2-HIGH,Clerk#000000049,0
3009315,81473,O,276706.41,1998-04-24,2-HIGH,Clerk#000000184,0
3009316,113117,F,24732.23,1993-12-09,1-URGENT,Clerk#000000361,0
3009317,43573,O,83992.91,1998-02-22,3-MEDIUM,Clerk#000000156,0
3009318,31358,O,139522.63,1995-07-30,5-LOW,Clerk#000000917,0
3009319,80125,F,205411.47,1993-10-17,1-URGENT,Clerk#000000453,0
3009344,92161,F,263664.10,1992-12-24,1-URGENT,Clerk#000000145,0
3009345,40879,F,161766.42,1993-01-08,3-MEDIUM,Clerk#000000469,0
3009346,33685,F,128152.27,1994-09-27,3-MEDIUM,Clerk#000000600,0
3009347,15775,F,71896.59,1994-12-12,4-NOT SPECIFIED,Clerk#000000711,0
3009348,54775,O,85994.72,1995-10-24,2-HIGH,Clerk#000000712,0
3009349,40318,O,191305.19,1997-06-21,2-HIGH,Clerk#000000202,0
3009350,69167,F,36060.48,1994-09-08,3-MEDIUM,Clerk#000000263,0
3009351,137663,F,197252.92,1995-01-30,1-URGENT,Clerk#000000312,0
3009376,86026,F,137867.96,1994-08-25,2-HIGH,Clerk#000000975,0
3009377,131134,O,79134.66,1996-12-07,3-MEDIUM,Clerk#000000045,0
3009378,18745,O,173123.67,1998-01-31,2-HIGH,Clerk#000000494,0
3009379,33952,O,194361.31,1996-10-28,3-MEDIUM,Clerk#000000485,0
3009380,3973,O,36798.69,1996-06-08,1-URGENT,Clerk#000000153,0
3009381,20872,F,141183.75,1992-10-19,5-LOW,Clerk#000000116,0
3009382,70066,F,69446.10,1994-05-06,1-URGENT,Clerk#000000611,0
3009383,75364,F,227166.65,1994-08-17,5-LOW,Clerk#000000687,0
3009408,37814,O,270845.01,1997-11-07,2-HIGH,Clerk#000000189,0
3009409,128101,F,149013.60,1993-08-14,3-MEDIUM,Clerk#000000363,0
3009410,25411,F,195906.17,1993-12-17,4-NOT SPECIFIED,Clerk#000000002,0
3009411,2281,F,18993.31,1993-02-15,4-NOT SPECIFIED,Clerk#000000605,0
3009412,78787,O,263687.93,1997-01-07,4-NOT SPECIFIED,Clerk#000000762,0
3009413,94313,O,174220.33,1995-06-28,2-HIGH,Clerk#000000524,0
3009414,63328,O,82812.38,1995-05-19,3-MEDIUM,Clerk#000000203,0
3009415,80110,O,130768.67,1996-12-04,2-HIGH,Clerk#000000707,0
3009440,127300,O,248299.05,1997-01-22,1-URGENT,Clerk#000000328,0
3009441,56168,F,132365.08,1992-09-14,2-HIGH,Clerk#000000959,0
3009442,49469,O,78243.43,1996-04-10,3-MEDIUM,Clerk#000000255,0
3009443,113347,F,191714.95,1992-05-17,1-URGENT,Clerk#000000400,0
3009444,12734,F,205688.81,1992-08-24,5-LOW,Clerk#000000396,0
3009445,118795,O,122806.80,1997-01-05,1-URGENT,Clerk#000000599,0
3009446,73504,F,96943.79,1995-03-03,3-MEDIUM,Clerk#000000230,0
3009447,128198,F,120137.64,1994-01-27,5-LOW,Clerk#000000518,0
3009472,17236,O,157219.69,1998-04-05,1-URGENT,Clerk#000000871,0
3009473,20477,F,61702.41,1993-07-31,2-HIGH,Clerk#000000796,0
3009474,45563,F,209615.12,1994-12-15,4-NOT SPECIFIED,Clerk#000000528,0
3009475,15233,F,114605.85,1992-11-05,4-NOT SPECIFIED,Clerk#000000776,0
3009476,116989,F,193390.18,1992-02-13,5-LOW,Clerk#000000574,0
3009477,22864,O,105237.61,1996-01-08,5-LOW,Clerk#000000890,0
3009478,108046,F,75420.74,1994-07-31,2-HIGH,Clerk#000000760,0
3009479,28996,O,27407.61,1996-05-25,2-HIGH,Clerk#000000242,0
3009504,132571,F,76553.72,1995-02-03,1-URGENT,Clerk#000000427,0
3009505,4159,F,179658.83,1992-07-15,5-LOW,Clerk#000000948,0
3009506,127103,F,142441.34,1993-10-23,4-NOT SPECIFIED,Clerk#000000113,0
3009507,60568,O,219167.92,1995-08-03,4-NOT SPECIFIED,Clerk#000000163,0
3009508,64067,O,207798.75,1995-08-09,1-URGENT,Clerk#000000745,0
3009509,60488,O,202895.93,1996-08-12,5-LOW,Clerk#000000408,0
3009510,68536,F,15032.00,1992-11-26,4-NOT SPECIFIED,Clerk#000000742,0
3009511,15646,F,103578.70,1993-01-08,2-HIGH,Clerk#000000611,0
3009536,135850,O,180841.92,1998-04-23,3-MEDIUM,Clerk#000000394,0
3009537,50744,O,231447.38,1996-09-27,3-MEDIUM,Clerk#000000448,0
3009538,100645,F,144440.60,1993-02-25,2-HIGH,Clerk#000000722,0
3009539,124345,O,201396.96,1998-03-18,2-HIGH,Clerk#000000247,0
3009540,58501,F,38355.13,1992-05-23,3-MEDIUM,Clerk#000000034,0
3009541,101401,O,117282.18,1998-05-21,3-MEDIUM,Clerk#000000701,0
3009542,68380,O,193629.69,1998-06-11,3-MEDIUM,Clerk#000000417,0
3009543,81590,P,192046.25,1995-05-08,4-NOT SPECIFIED,Clerk#000000396,0
3009568,117412,F,19561.41,1993-10-07,3-MEDIUM,Clerk#000000799,0
3009569,64538,F,25610.27,1992-06-28,2-HIGH,Clerk#000000315,0
3009570,28405,F,138933.61,1993-11-29,2-HIGH,Clerk#000000444,0
3009571,80494,O,111284.54,1996-12-31,5-LOW,Clerk#000000343,0
3009572,4415,O,281822.81,1998-05-04,4-NOT SPECIFIED,Clerk#000000555,0
3009573,90095,F,155527.51,1994-03-30,1-URGENT,Clerk#000000214,0
3009574,123086,F,142842.96,1992-09-17,3-MEDIUM,Clerk#000000581,0
3009575,46367,F,45244.35,1993-06-22,5-LOW,Clerk#000000399,0
3009600,30844,F,135679.82,1993-09-21,5-LOW,Clerk#000000025,0
3009601,141734,F,305685.57,1993-01-21,5-LOW,Clerk#000000491,0
3009602,123155,P,258430.94,1995-02-23,4-NOT SPECIFIED,Clerk#000000041,0
3009603,4063,F,242211.21,1993-06-23,2-HIGH,Clerk#000000139,0
3009604,9580,O,94421.12,1996-03-27,5-LOW,Clerk#000000050,0
3009605,56666,F,28796.98,1994-09-22,1-URGENT,Clerk#000000816,0
3009606,28498,O,4646.90,1997-03-11,3-MEDIUM,Clerk#000000079,0
3009607,135823,F,315506.33,1994-02-26,4-NOT SPECIFIED,Clerk#000000741,0
3009632,66976,O,223462.11,1995-06-21,2-HIGH,Clerk#000000675,0
3009633,56851,F,244410.54,1993-12-01,3-MEDIUM,Clerk#000000961,0
3009634,142748,O,17714.35,1998-05-24,5-LOW,Clerk#000000670,0
3009635,56521,F,216046.02,1994-07-28,1-URGENT,Clerk#000000322,0
3009636,136672,O,226482.00,1995-07-16,1-URGENT,Clerk#000000629,0
3009637,85384,F,122606.54,1993-07-12,4-NOT SPECIFIED,Clerk#000000249,0
3009638,133133,F,93499.61,1993-12-13,4-NOT SPECIFIED,Clerk#000000255,0
3009639,3286,O,30745.87,1996-12-12,1-URGENT,Clerk#000000201,0
3009664,24506,O,159431.31,1998-05-16,5-LOW,Clerk#000000086,0
3009665,106075,F,77389.52,1995-03-16,4-NOT SPECIFIED,Clerk#000000708,0
3009666,30526,F,76672.42,1994-10-08,1-URGENT,Clerk#000000399,0
3009667,47380,F,75398.25,1995-01-28,4-NOT SPECIFIED,Clerk#000000446,0
3009668,108301,F,119635.21,1992-09-26,1-URGENT,Clerk#000000891,0
3009669,100162,F,81078.78,1993-11-01,5-LOW,Clerk#000000635,0
3009670,91379,F,106409.68,1992-02-08,3-MEDIUM,Clerk#000000257,0
3009671,103814,F,315258.07,1993-01-18,1-URGENT,Clerk#000000145,0
3009696,141829,F,224274.50,1992-10-11,5-LOW,Clerk#000000491,0
3009697,59267,F,293263.03,1992-05-24,3-MEDIUM,Clerk#000000967,0
3009698,94205,F,250806.71,1992-08-05,2-HIGH,Clerk#000000854,0
3009699,48751,F,257978.33,1994-03-02,5-LOW,Clerk#000000318,0
3009700,34892,O,314212.50,1997-12-26,2-HIGH,Clerk#000000102,0
3009701,72025,F,169804.32,1993-12-26,4-NOT SPECIFIED,Clerk#000000916,0
3009702,23818,O,103739.66,1996-06-10,2-HIGH,Clerk#000000714,0
3009703,101215,F,193406.91,1994-05-17,2-HIGH,Clerk#000000661,0
3009728,95420,F,273038.19,1992-03-25,4-NOT SPECIFIED,Clerk#000000129,0
3009729,68525,O,253141.99,1996-05-13,1-URGENT,Clerk#000000061,0
3009730,149014,F,143042.71,1993-03-06,3-MEDIUM,Clerk#000000595,0
3009731,64801,O,153412.40,1995-10-13,1-URGENT,Clerk#000000685,0
3009732,107830,O,325860.92,1995-12-01,2-HIGH,Clerk#000000919,0
3009733,130687,F,144839.08,1992-11-25,2-HIGH,Clerk#000000911,0
3009734,127093,O,220785.12,1996-12-02,1-URGENT,Clerk#000000153,0
3009735,48464,F,306477.32,1993-11-04,2-HIGH,Clerk#000000070,0
3009760,24476,F,369654.64,1994-02-05,1-URGENT,Clerk#000000857,0
3009761,59692,F,161883.29,1993-08-09,3-MEDIUM,Clerk#000000101,0
3009762,31813,O,265125.55,1995-11-12,5-LOW,Clerk#000000692,0
3009763,70963,F,39648.70,1995-02-24,1-URGENT,Clerk#000000679,0
3009764,21806,F,250955.23,1993-07-19,3-MEDIUM,Clerk#000000103,0
3009765,34426,F,113851.06,1993-05-04,4-NOT SPECIFIED,Clerk#000000526,0
3009766,47311,O,8659.01,1997-12-31,1-URGENT,Clerk#000000186,0
3009767,129610,F,152704.37,1992-02-26,2-HIGH,Clerk#000000439,0
3009792,38425,O,389040.89,1997-01-31,4-NOT SPECIFIED,Clerk#000000892,0
3009793,26270,O,133506.15,1996-11-18,1-URGENT,Clerk#000000063,0
3009794,54832,P,383719.92,1995-05-13,2-HIGH,Clerk#000000521,0
3009795,78763,O,44242.68,1997-02-21,2-HIGH,Clerk#000000351,0
3009796,139114,F,125057.78,1993-05-23,5-LOW,Clerk#000000832,0
3009797,35077,F,137894.89,1994-10-15,4-NOT SPECIFIED,Clerk#000000180,0
3009798,10180,F,213177.35,1994-01-15,1-URGENT,Clerk#000000424,0
3009799,81761,O,116542.27,1996-06-14,2-HIGH,Clerk#000000313,0
3009824,4963,F,293621.25,1994-12-18,2-HIGH,Clerk#000000559,0
3009825,5087,F,33500.70,1994-07-30,4-NOT SPECIFIED,Clerk#000000828,0
3009826,146557,O,130754.66,1996-10-03,1-URGENT,Clerk#000000993,0
3009827,26372,O,104045.34,1996-10-18,3-MEDIUM,Clerk#000000172,0
3009828,132362,F,56815.70,1995-03-28,5-LOW,Clerk#000000538,0
3009829,104122,F,315826.29,1993-01-12,5-LOW,Clerk#000000730,0
3009830,64214,O,84295.02,1997-08-12,5-LOW,Clerk#000000460,0
3009831,137726,O,69551.02,1995-08-25,4-NOT SPECIFIED,Clerk#000000480,0
3009856,94582,F,248513.39,1994-11-28,1-URGENT,Clerk#000000796,0
3009857,74671,O,263888.05,1995-06-29,2-HIGH,Clerk#000000068,0
3009858,66598,F,45936.02,1993-12-04,5-LOW,Clerk#000000933,0
3009859,7544,P,307302.32,1995-05-20,4-NOT SPECIFIED,Clerk#000000812,0
3009860,36670,O,305551.49,1997-04-29,5-LOW,Clerk#000000276,0
3009861,95618,F,139544.96,1994-11-27,2-HIGH,Clerk#000000452,0
3009862,89632,O,30204.24,1998-04-09,4-NOT SPECIFIED,Clerk#000000818,0
3009863,122644,F,72506.29,1992-04-02,2-HIGH,Clerk#000000457,0
3009888,123185,F,199704.56,1992-07-02,2-HIGH,Clerk#000000638,0
3009889,65741,O,150945.32,1998-06-29,4-NOT SPECIFIED,Clerk#000000626,0
3009890,148901,O,133268.23,1995-12-14,5-LOW,Clerk#000000487,0
3009891,113686,O,42390.01,1998-06-09,4-NOT SPECIFIED,Clerk#000000603,0
3009892,146674,O,294241.09,1997-12-17,2-HIGH,Clerk#000000769,0
3009893,45124,F,91458.77,1993-08-21,5-LOW,Clerk#000000152,0
3009894,116776,O,204021.04,1998-07-05,5-LOW,Clerk#000000990,0
3009895,29758,F,209145.82,1992-06-01,2-HIGH,Clerk#000000737,0
3009920,37243,F,292465.11,1993-03-21,1-URGENT,Clerk#000000256,0
3009921,124345,O,300621.01,1997-05-11,4-NOT SPECIFIED,Clerk#000000406,0
3009922,33313,F,182353.48,1994-11-30,4-NOT SPECIFIED,Clerk#000000068,0
3009923,60182,O,251639.04,1997-07-22,3-MEDIUM,Clerk#000000920,0
3009924,28210,F,49772.98,1993-12-22,2-HIGH,Clerk#000000431,0
3009925,112006,F,324084.38,1992-08-29,3-MEDIUM,Clerk#000000018,0
3009926,109334,O,162685.26,1996-07-06,5-LOW,Clerk#000000402,0
3009927,66293,O,39127.96,1995-07-17,1-URGENT,Clerk#000000661,0
